customer_city,order_id,payment_value
agua doce do norte,4,463.52
monte verde,3,463.45000000000005
governador celso ramos,3,463.36
anadia,2,462.59999999999997
arneiroz,2,462.53
vila flores,3,462.5
passira,1,461.72
jesuania,5,461.09
capinzal do norte,2,460.6
ibiam,4,460.34
itau de minas,5,460.03
indianopolis,6,459.97
lagoa real,1,459.92
itapemirim,4,459.34
sao paulo das missoes,2,459.26
humaita,4,458.4
mondai,2,458.31
arroio grande,3,457.84000000000003
japira,3,457.63
colombia,5,457.24
nossa senhora do o,2,457.19
sooretama,5,456.35
carambei,3,456.25
arandu,4,455.65
lontras,3,455.59
pitimbu,1,455.11
goianinha,3,454.71000000000004
ipaporanga,2,453.81
alto parana,2,451.84
sao pedro da uniao,3,451.64000000000004
carinhanha,2,451.5
aurea,2,451.5
balneario arroio do silva,4,450.66999999999996
altinho,2,449.82
indiara,4,449.47
redentora,3,449.34000000000003
afranio,2,448.03999999999996
sud mennucci,5,448.01
tanque novo,3,447.39
ribeirao do pinhal,5,447.33000000000004
cruzilia,4,447.26
jacinto machado,4,447.17
xapuri,2,445.89
manga,3,445.78999999999996
werneck,2,445.60999999999996
iguatama,4,445.56
porto alegre do norte,1,445.32
balneario rincao,3,444.29999999999995
confins,1,444.25
cambuquira,5,444.24
bacuri,3,444.21000000000004
serra dos aimores,5,443.08000000000004
adolfo,5,441.59000000000003
reserva do cabacal,2,440.88
piedade dos gerais,3,440.15999999999997
pedro ii,2,440.15
augusto correa,3,440.0
antonio cardoso,2,439.92
candido de abreu,4,439.91999999999996
santanesia,4,439.58
dom pedro,3,438.68
satuba,2,438.32
tuparetama,3,437.69
tucunduva,3,437.36
sao joao batista do gloria,3,436.83000000000004
narandiba,2,436.65999999999997
sao roque do canaa,5,436.01
quintana,4,435.84999999999997
francisco badaro,3,435.81
rio maria,3,435.57000000000005
tres fronteiras,5,434.82
itinga,3,434.67
ribeirao,4,434.53
conceicao do tocantins,3,433.96999999999997
rio do oeste,3,433.84000000000003
moreira sales,3,433.48
rio casca,5,433.47
sales,5,433.12
erval grande,2,432.74
maripa,3,432.73
alto piquiri,1,432.5
bandeirantes do tocantins,2,432.20000000000005
canhotinho,2,430.49
alvorada d'oeste,1,430.1
amelia rodrigues,3,430.02000000000004
governador portela,4,430.01
xambioa,3,429.76
aratuba,2,429.74
carnaubais,2,429.65000000000003
irape,2,429.29999999999995
pongai,4,429.05000000000007
caiaponia,4,428.97
saudades,4,428.95
santa rita de minas,3,428.77
iacanga,6,427.95
estreito,3,427.65000000000003
serrolandia,3,427.35
itapura,6,426.6
laranjal do jari,2,426.17999999999995
oiapoque,1,425.24
sao domingos do prata,4,424.99
feliz deserto,2,423.75
florai,2,422.95
paraibano,3,422.91
maximiliano de almeida,3,422.55
montalvania,3,422.43
madre de deus de minas,3,422.11
apuiares,2,421.56
jari,4,421.21000000000004
ibitira,1,421.03
santa tereza do oeste,3,420.59000000000003
vicentinopolis,2,420.55
camocim de sao felix,2,420.26
taciba,2,419.6
amanari,1,419.39
bandeira,3,419.21
valentim gentil,3,418.87
claudia,4,418.37
mata,1,418.35
capela de santana,2,417.53000000000003
governador eugenio barros,1,417.45
caldeirao grande,3,417.25
agua limpa,1,416.8
florida paulista,4,416.53
mucurici,1,415.66
prudente de morais,4,415.57
ribeirao do sul,3,415.45
embauba,1,414.81
ascurra,4,414.25
abadia dos dourados,3,413.5
virgolandia,2,413.44000000000005
cafeara,3,413.16
campos verdes,1,413.04
pingo-d'agua,1,413.02
acari,1,412.43
monsenhor tabosa,3,412.32000000000005
conceicao das pedras,4,412.05
chapada do norte,2,411.87
tomazina,3,411.31
sertao,3,410.35
caibate,2,410.32
pendencias,2,410.02
colonia vitoria,5,409.73
sao felix de minas,1,409.5
jumirim,3,408.24
fazenda nova,4,407.77
palmeiras de goias,3,407.33
pains,3,406.77
serra do ramalho,4,406.72
sao francisco do guapore,2,405.61
pindorama,2,405.52
pien,4,405.37
quitandinha,2,405.09
goncalves,3,405.07000000000005
sucupira do norte,2,404.20000000000005
indiapora,3,404.14
urupa,3,403.21
turvo,6,401.21000000000004
ouvidor,1,401.07
capao do cipo,3,400.98
senador cortes,1,400.66
cambara do sul,1,400.64
itatim,3,400.46
piranga,4,400.39
guidoval,2,400.11
cumaru,2,399.98
itacarambi,3,399.58000000000004
pocoes,2,399.2
alvaro de carvalho,2,399.0
conceicao da barra,3,398.59
chorozinho,1,398.42
itapaci,4,398.11
porto calvo,2,397.93
sao goncalo do rio preto,3,397.9
palmeira d'oeste,5,396.90999999999997
ibipitanga,2,396.71999999999997
arenapolis,2,396.46000000000004
brasil novo,3,396.1
sao jorge do ivai,1,395.96000000000004
guaruja do sul,4,395.63
jambeiro,4,395.03999999999996
igaci,2,395.0
caldas do jorro,1,394.52
juruena,3,394.38
santa clara do sul,2,394.12
angulo,3,394.06
morpara,2,393.72999999999996
uniao,1,393.32
frei martinho,2,393.21000000000004
taquaracu de minas,2,392.66
itaituba,3,392.63
joaquim tavora,3,392.01
lavinia,4,390.41
iconha,5,390.13
oroco,3,389.46
indiana,3,389.33
itaquirai,2,388.72
macedonia,4,388.43
serra azul de minas,2,388.01
itiuba,4,387.5
campinapolis,3,387.09000000000003
bequimao,1,386.15
tibagi,4,386.07
anita garibaldi,5,385.93
camutanga,3,385.34000000000003
santa monica,2,384.83000000000004
anta,4,384.52
campestre,3,384.32
jundiai do sul,3,384.01
barra do mendes,3,383.28
tabuleiro,2,382.78
florestal,3,382.47
tejupa,3,382.4
serrania,2,382.17
tocos,2,381.47
nova lacerda,1,380.75
tres barras,5,380.56
barra do turvo,3,380.5
volta grande,4,379.96000000000004
pereiro,3,379.74
paripueira,1,379.2
marechal deodoro,1,379.2
moncoes,2,379.13
sao jose da bela vista,3,379.07000000000005
urubici,3,378.58
santa terezinha de itaipu,3,378.11
ipumirim,5,377.52
canapi,1,377.32
ponto novo,1,377.0
monnerat,2,376.86
inimutaba,2,376.39
itanhomi,4,375.53
coroaci,2,374.99
belo vale,3,374.48
tangara,1,373.82
lagoa do ouro,2,373.35
santa mariana,4,373.35
sao jose do hortencio,2,373.23
moju,4,372.88
monte carlo,3,372.87
vargem alta,5,372.35
nipoa,2,372.35
irani,4,372.32
hulha negra,1,372.06
ibimirim,3,372.03
itapetim,2,371.99
reserva,3,371.55
bento de abreu,2,371.48
sideropolis,4,371.11
olho d'agua das cunhas,2,370.97
itapissuma,3,370.86
carmo da cachoeira,4,370.64
deputado irapuan pinheiro,3,370.01
pedro afonso,3,368.9
nova esperanca do sul,2,368.64
iepe,5,368.51
ita,3,368.03
papagaios,4,367.66
coremas,3,367.59
boa vista das missoes,1,367.56
sao francisco do conde,3,367.33000000000004
alto alegre,3,366.41
trombudo central,5,366.21
vargem grande do rio pardo,1,365.98
maria da fe,3,365.65
aiuruoca,4,365.03000000000003
pilao arcado,4,364.68
curiuva,4,364.52
cassia,6,364.41
sume,3,364.39
jucas,1,363.96
cordeiros,1,363.64
novo sao joaquim,3,362.64
aguas de sao pedro,3,362.31
santa terezinha,2,361.53
montanhas,1,361.07
tupandi,3,361.04
humildes,1,360.81
ubaporanga,3,360.71
monte gordo,2,360.42999999999995
palmitinho,5,359.99
barra do tarrachil,3,359.94
ibicoara,3,359.84000000000003
caninde de sao francisco,2,359.83
laranjal,2,359.39
ivate,3,358.34000000000003
araci,3,358.24
porteirinha,5,358.05
ribeiraozinho,2,358.01
santa barbara d oeste,5,357.47
imigrante,3,357.35
buriti dos lopes,2,356.82
vereda,2,356.65
gaurama,3,356.61
gilbues,1,356.51
santa izabel do oeste,2,356.35
cedro,1,356.11
ouro verde,3,356.03999999999996
pirenopolis,4,355.74
curralinho,1,355.29
pardinho,1,355.06
dona euzebia,2,354.94000000000005
cariri do tocantins,2,354.26
formoso do araguaia,4,354.12
arapei,2,353.71
santana da vargem,4,353.6
ubata,2,353.25
verissimo,3,353.01
centro novo do maranhao,1,352.80999999999995
vigia,3,352.65
ribeirao vermelho,2,352.53
renascenca,4,352.23
pocinhos,3,351.91999999999996
sao luis do quitunde,2,351.54999999999995
jequia da praia,2,351.24
sao jose do rio claro,2,351.04999999999995
ceara-mirim,2,351.02
atalanta,1,351.0
joaquim nabuco,4,350.45
jose de freitas,3,350.42
sao tome,3,350.39
pedra,3,349.79
mariluz,2,349.65
porto franco,2,349.14
pantano grande,3,348.93
constantina,1,348.77
cabeceira grande,3,348.75
cruzalia,3,348.25
piracuruca,2,347.44
santo antonio do jardim,5,347.13
botupora,1,346.51
americano do brasil,3,346.28999999999996
olho d'agua das flores,3,346.07
maranguape,3,345.53
vieiras,1,345.15
carneirinho,3,345.03
nova itaberaba,2,344.77
inubia paulista,3,344.7
princesa isabel,1,344.62
coluna,3,344.56
rancho queimado,2,343.99
pedrao,1,343.71
tunapolis,1,343.68
sao joao do triunfo,3,343.40000000000003
miranda,4,343.15999999999997
benevides,2,343.03000000000003
mari,3,342.8
itapagipe,5,341.5
quatigua,5,341.35
campestre do maranhao,2,340.95000000000005
nossa senhora de caravaggio,2,340.34000000000003
alto bela vista,1,340.2
dona francisca,2,340.15
alto garcas,2,340.06
viseu,1,340.02
oscar bressane,3,339.93
arealva,4,339.88
alagoinha,2,339.52000000000004
congonhinhas,2,338.86
candeias do jamari,1,338.74
santa teresinha,2,338.1
sete barras,5,337.31
sao pedro da agua branca,1,336.56
igaratinga,1,336.38
vera,3,336.24
agua doce,1,336.05
vila rica,3,335.36
colorado do oeste,3,334.64
maurilandia,4,334.51
urai,3,334.39
antonio prado de minas,3,334.21
recreio,3,334.19
santaluz,3,333.97
divinesia,1,333.51
tomar do geru,2,333.47
sao jose do cerrito,3,333.34000000000003
wanderley,2,333.11
sao sebastiao do rio verde,1,332.58
presidente medici,3,332.32
rio bananal,4,332.32
abaiara,2,332.15
potengi,2,331.95
nova alvorada,3,331.88
inacio martins,5,331.28
maracana,2,331.25
riacho dos machados,3,331.25
nova monte verde,3,330.93
ibiraja,2,330.14
balneario gaivota,3,329.12
major vieira,3,329.03
bernardino de campos,4,328.87
arvorezinha,4,328.79
setubinha,3,328.77
saudade do iguacu,4,328.37
serra de sao bento,2,328.15
cachoeira dourada,3,327.69
vista alegre do alto,3,327.66999999999996
alto rio novo,2,327.23
itambaraca,2,326.27
presidente tancredo neves,4,325.58
vicencia,2,325.48
nova soure,3,325.43
itamari,3,324.99
restinga seca,3,324.33
monteiro lobato,1,324.01
magalhaes de almeida,1,323.52
araripe,2,323.37
mirandiba,3,323.15999999999997
vargem alegre,3,323.01
rechan,2,322.37
bom jesus da serra,2,322.28999999999996
motuca,3,322.25
ibiara,1,321.98
chapadao do lageado,1,321.9
novo oriente,3,321.4
jeronimo monteiro,2,321.11
ibiaca,2,320.87
ocaucu,5,320.77
guariroba,2,320.56
piacabucu,2,320.4
guaraciaba,3,320.31
sao paulo do potengi,2,319.78
novo alegre,1,319.09
arroio do tigre,2,319.0
aguas frias,1,318.98
porto rico,1,318.92
rondon,2,318.86
rancho alegre,2,318.71000000000004
placas,2,318.58000000000004
pocao,1,318.53
junco do serido,2,318.42
sao joao do oriente,2,318.11
delfinopolis,3,318.02
canitar,2,317.91999999999996
medeiros,2,317.7
candido mendes,1,316.58
cajari,1,316.3
sangao,3,316.25
janiopolis,3,316.22
pau brasil,1,315.92
igreja nova,2,315.90999999999997
umbauba,3,315.39
salto do ceu,4,315.24
luisburgo,2,314.57
dom vicoso,2,313.8
perola,2,313.31
campanario,2,313.28999999999996
icarai de minas,2,313.03
areia branca,3,312.99
sao pedro de alcantara,2,312.90999999999997
divinolandia de minas,5,312.82
borrazopolis,2,312.23
sao jose dos quatro marcos,2,312.23
doverlandia,2,311.87
buenos aires,2,311.83
mirinzal,3,311.65
formigueiro,2,311.27
romaria,2,310.46
ouro,1,310.25
paranhos,1,309.99
quixabeira,3,309.42
campo do meio,4,309.08000000000004
nova cantu,3,309.01
carvalhopolis,3,308.84
ivinhema,3,308.82
iracema,2,308.77
alterosa,3,308.64
batalha,3,308.09999999999997
diamante d'oeste,1,307.69
pirauba,3,307.69
lencois,1,307.68
sao jose do campestre,1,307.46
altamira do parana,2,307.11
ipaumirim,1,307.11
nova erechim,3,306.78
coracao de maria,1,306.06
pirambu,1,305.77
serranopolis do iguacu,2,305.73
sao joao de pirabas,2,305.33000000000004
cortes,2,305.32000000000005
araponga,2,305.13
santa helena de minas,2,303.63
sapeacu,2,303.47
taboquinhas,1,303.27
monte alegre de minas,4,302.91
patu,3,302.87
pouso alto,3,302.81
jabora,2,302.78999999999996
riqueza,3,302.68
santo antonio do caiua,1,302.55
presidente juscelino,1,302.46
goiabeira,2,302.27
salto do jacui,4,301.94
rio do antonio,2,301.75
condor,4,301.47
bom jesus das selvas,2,301.41999999999996
leopoldo de bulhoes,1,300.76
porto trombetas,2,300.28999999999996
boqueirao do leao,2,300.14
joao alfredo,3,300.07
sao jose do belmonte,2,299.84000000000003
pentecoste,2,299.21
boca da mata,2,298.03
ilha comprida,4,297.69
aragarcas,4,296.91
santana dos montes,2,296.46
sao jose da laje,2,296.36
livramento,1,295.99
uruoca,2,295.57
rosana,4,295.31
catarina,3,295.29
moreilandia,2,295.12
itaipulandia,6,294.6
japi,1,294.19
antonio carlos,3,294.15
crisopolis,4,293.57
angical,1,293.5
santo expedito,1,293.46
americo de campos,1,293.36
paranaiguara,3,293.35
palmeiras,2,292.3
bataypora,2,292.02
campina do monte alegre,2,291.99
barras,3,291.68
miraima,2,291.3
engenheiro passos,2,291.24
tuparendi,2,291.12
rio de contas,3,290.72
parai,3,290.6
sao jose da coroa grande,2,289.78999999999996
rubim,3,289.48
santo antonio do itambe,3,289.46999999999997
armazem,2,289.35
ibiapina,3,289.34000000000003
itabaianinha,2,289.33
barauna,1,288.37
milha,2,288.29999999999995
ipigua,2,287.65999999999997
irupi,2,287.63
manduri,3,287.21
chapadinha,3,287.06
buritirama,2,286.11
tabapora,2,286.07000000000005
merces,4,285.82
mucuge,1,285.74
caiana,3,285.61
santana do ipanema,1,285.45
uirauna,1,285.36
sao jose do turvo,3,285.36
alto horizonte,2,285.15
guamiranga,1,284.89
olindina,3,284.41
gastao vidigal,3,283.72
piumhi,3,283.52
glorinha,2,283.3
acegua,2,282.39
presidente kennedy,2,282.31
monte alverne,1,282.01
agronomica,2,281.5
santana do manhuacu,3,281.44
cocais,1,281.3
novo oriente de minas,1,281.0
sarapui,2,280.89
minas do leao,1,280.72
carmesia,1,280.63
santa ernestina,2,280.13
trabiju,1,279.91
irineopolis,4,279.87
potim,2,279.84
feliz natal,1,279.38
cristiano otoni,2,279.38
muniz freire,2,279.13
porto esperidiao,2,278.83000000000004
itanhem,1,278.66
alto rio doce,4,278.54999999999995
varzelandia,3,277.9
chaveslandia,2,277.51
salto do itarare,1,276.47
resende costa,3,276.09000000000003
ametista do sul,2,275.51
galinhos,1,275.48
santo antonio do grama,2,275.36
nossa senhora da gloria,2,274.72
nazario,2,274.39
tenente ananias,1,273.92
silvanopolis,1,273.88
tavares,1,273.62
luzilandia,3,273.01
quipapa,1,272.99
nova olimpia,2,272.03999999999996
paulo lopes,2,271.66
pimenta,2,271.26
puxinana,1,271.03
nova vicosa,1,271.01
sao domingos do araguaia,1,270.65
muliterno,1,270.45
luiziania,3,270.23
grao para,3,269.92999999999995
santa mercedes,2,269.57
parambu,4,269.22
paraiso do norte,3,269.21000000000004
bodoco,2,269.03000000000003
itamogi,2,269.03
rio formoso,2,268.93
espirito santo do turvo,2,268.84000000000003
brejo grande,1,268.84
riacho das almas,2,268.77
irapua,4,268.14
aquidauana,4,268.09000000000003
santo antonio do sudoeste,3,268.07
quijingue,2,268.06
terra nova,1,267.93
itaguacu da bahia,1,267.89
ibiraiaras,2,267.71
wenceslau guimaraes,2,267.23
diorama,2,266.92
mercedes,2,266.38
sao felix do coribe,1,266.06
carnaubal,2,265.88
luizlandia do oeste,2,265.31
pilar,4,265.31
botelho,1,265.04
boa vista da aparecida,4,264.63
sao sebastiao da boa vista,2,264.6
tobias barreto,2,264.52
rodeio bonito,2,264.44
vale real,3,264.34000000000003
itapitanga,3,264.09
descoberto,3,264.02000000000004
alianca do tocantins,2,264.0
campo alegre do fidalgo,1,263.94
padre bernardo,4,263.69
tacaratu,2,263.65
cabralia paulista,4,263.31
itaporanga d'ajuda,1,263.24
timbe do sul,3,262.92
jampruca,1,262.83
meleiro,3,262.78999999999996
corguinho,2,262.66999999999996
belmonte,2,262.55
osvaldo kroeff,1,262.16
ibicare,2,262.09000000000003
santa cruz de salinas,2,261.72
mata roma,2,260.90999999999997
sao jose do barreiro,3,260.89
teolandia,4,260.77
alpercata,2,260.77
manoel viana,3,260.36
frei lagonegro,1,260.34
novo repartimento,2,260.16
santo eduardo,2,260.06
alto alegre do pindare,1,259.56
agua clara,2,259.16999999999996
macambira,1,259.15
sao luis do curu,2,258.71
itape,1,258.56
sao jose dos cordeiros,1,258.03
belo campo,3,257.64
redencao do gurgueia,1,257.56
estrela d'oeste,1,257.45
mineiros do tiete,3,257.34000000000003
urucuca,2,257.27
neopolis,1,257.1
ipiranga,4,256.83
aparecida de sao manuel,2,256.78999999999996
corumbaiba,4,256.47
coronel murta,1,255.84
barro alto,3,255.51
sao sebastiao do maranhao,3,255.21
planaltino,1,254.44
arraias,2,254.23000000000002
sao miguel do anta,1,254.09
pequizeiro,1,253.98
sericita,2,253.62
buique,1,253.09
jaciara,3,252.88
ciriaco,1,252.74
nonoai,2,252.67
novo oriente do piaui,2,252.57
guimaraes,1,252.11
boa vista do burica,1,252.09
ararica,2,252.0
guapiara,3,251.95
nova laranjeiras,1,251.59
carutapera,2,251.23000000000002
prados,3,250.95
wenceslau braz,2,250.51
martins,2,250.31
cerro azul,4,250.18
rubiacea,2,250.15
lunardelli,2,250.07999999999998
santo antonio da alegria,3,250.03
queluz,2,249.89999999999998
caraibas,1,249.8
cristais,3,249.61
uniao do sul,1,249.2
lupionopolis,2,248.77
manoel urbano,1,248.71
itapora,3,248.44
passos maia,2,248.1
leandro ferreira,2,248.1
ribeira,3,248.03
mombaca,1,247.98
riachao das neves,2,247.76999999999998
sao jose do goiabal,2,247.67000000000002
oeiras do para,2,247.45999999999998
conceicao do jacuipe,3,247.07999999999998
mamonas,1,246.36
portela,1,246.26
sao domingos do sul,1,246.19
imbe de minas,2,245.81
carlinda,2,245.67000000000002
santa barbara do para,1,245.45
ajuricaba,2,245.37
alvarenga,2,245.10999999999999
bom jesus do sul,1,245.1
ibitioca,1,244.91
diogo de vasconcelos,2,244.70999999999998
iraucuba,2,244.13
curvelandia,1,243.78
pindobacu,3,243.72
jequitai,2,243.3
ipixuna do para,2,242.99
urucurituba,2,242.94
guamare,2,242.64
couto de magalhaes,2,242.63
progresso,1,242.59
mirante do paranapanema,3,242.49
quilombo,4,240.79
ielmo marinho,2,240.32
campo alegre de goias,2,240.27
capetinga,2,239.37
coroados,2,239.34
bueno brandao,4,238.32999999999998
palminopolis,1,237.94
herval,2,237.65
santo antonio do leste,1,237.55
gramado dos loureiros,1,237.54
santo expedito do sul,1,237.54
flora rica,1,237.26
roca sales,2,237.16000000000003
eneas marques,4,237.14999999999998
jaguaquara,2,237.14000000000001
teofilandia,3,236.92000000000002
tres arroios,3,236.8
carire,3,236.28
itapage,1,236.13
laje do muriae,1,235.28
cabixi,1,234.5
serra dourada,2,234.2
lagoa de velhos,1,234.19
pau d'arco,2,234.02999999999997
morro redondo,1,233.66
areia,2,233.46
tunas do parana,2,233.3
rio preto,4,233.2
canudos,1,232.89
serra bonita,1,232.82
santa rosa de lima,3,232.79
divisa alegre,2,232.35000000000002
flor da serra do sul,2,232.06
novo barreiro,2,232.02999999999997
ilopolis,3,231.57999999999998
dom joaquim,2,231.35
doutor camargo,1,230.63
xique-xique,3,230.56
witmarsum,3,230.35
cipo,1,230.12
satubinha,2,229.97000000000003
buriti,1,229.9
zacarias,2,229.85
telha,1,229.65
sao joao do ivai,2,229.56
cumari,2,229.51
goianorte,2,229.5
sitio novo,2,229.27999999999997
ipe,2,229.22000000000003
ressaquinha,1,229.07
alambari,3,228.94
saubara,1,228.6
ipueira,1,228.57
sao joao da mata,2,228.39
cavalcante,2,228.07
senador amaral,2,228.0
avai,1,227.96
agua santa,2,227.59
alto alegre do iguacu,2,227.25
alvares florence,2,227.23
nova canaa do norte,3,227.15
morro da garca,1,227.14
barra de sao miguel,2,226.64
ataleia,3,226.59
mato leitao,2,226.59
chacara,2,226.28
erere,1,226.23
jandaira,2,226.2
sao jose da vitoria,2,225.76000000000002
dario meira,2,225.26
floreal,2,225.0
francisco dantas,1,224.78
abare,2,224.73
araguana,1,224.07
lourdes,2,223.84
calcado,1,223.54
pocrane,3,223.12
irara,2,222.82
david canabarro,2,222.77
muritiba,1,222.63
paranacity,3,222.6
aramari,2,222.56
poloni,3,222.41
cerro grande do sul,2,222.36
pacoti,2,222.29000000000002
berizal,1,221.98
alexandria,2,221.92
boquim,1,221.82
alvorada do norte,3,221.72
picui,2,221.70999999999998
correntes,1,221.59
santo antonio do planalto,1,221.07
sao miguel das matas,1,221.0
azurita,3,220.85000000000002
fagundes,1,220.74
herculandia,3,220.64
japoata,1,220.6
cotriguacu,2,220.48000000000002
montezuma,2,220.35
abatia,3,220.19
salgado filho,3,219.94
santa rita d'oeste,3,219.73
sao domingos do maranhao,2,219.51
hidrolina,2,218.96
tiros,3,218.66
bom jesus do amparo,1,218.54
ibiassuce,2,218.42
santa rosa do sul,1,218.27
clevelandia,3,218.19
mara rosa,2,218.17000000000002
america dourada,1,217.92
general maynard,1,217.85
parnarama,1,217.82
xavantina,2,217.70999999999998
galia,1,217.64
santa rita do ibitipoca,2,216.81
sao goncalo do abaete,2,216.48000000000002
vicentina,1,216.07
tururu,1,215.6
sambaiba,1,215.47
conceicao do formoso,1,215.24
botuvera,2,215.17000000000002
macuco de minas,1,215.14
andrequice,1,215.14
capao da porteira,2,215.13
gaucha do norte,2,214.94
cachoeira da prata,2,214.43
fontoura xavier,1,214.16
moema,1,214.12
pocao de pedras,1,214.05
rio das antas,2,213.78
frecheirinha,2,213.71
mira estrela,1,213.56
baixa grande do ribeiro,1,213.47
sao joao de iracema,3,213.38
bossoroca,1,213.34
jussari,2,213.19
ritapolis,3,212.32999999999998
fruta de leite,2,212.16
jatauba,2,212.12
cachoeira do brumado,1,211.17
chopinzinho,4,211.14
campina das missoes,2,211.0
estrela do norte,3,210.76999999999998
nortelandia,1,210.64
sao roque de minas,2,210.54
rinopolis,3,210.49
panelas,2,210.48999999999998
guape,1,210.48
pastos bons,2,210.22
ladainha,2,210.20999999999998
nova canaa,2,210.07999999999998
ventania,3,209.88
nova campina,2,209.51999999999998
isaias coelho,1,209.46
jaguari,3,209.34
espigao alto do iguacu,2,209.32
bugre,1,209.3
inconfidentes,2,208.97
macaparana,2,208.71
sao bernardino,1,208.48
celina,2,208.23
acaiaca,2,207.9
maquine,1,207.4
sao francisco do humaita,1,207.32
matrincha,2,207.18
santana do deserto,1,206.99
salvador do sul,1,206.99
carmo do rio verde,2,206.32
macambara,2,205.72
engenheiro balduino,1,205.54
fortim,1,205.53
lagoa nova,2,205.2
pedras de fogo,2,204.63
lagoa da canoa,1,204.53
arantina,1,204.41
apuarema,1,204.38
mae do rio,2,203.61
monte castelo,2,203.54000000000002
monteiropolis,1,203.43
sao jose do serido,1,203.31
cocalzinho de goias,1,203.08
abaira,2,203.0
guajara-mirim,3,202.85
aguas de santa barbara,3,202.03
saboeiro,1,201.83
luz,2,200.53
porto de pedras,1,200.35
urucania,1,200.33
ribeiro junqueira,1,200.33
quixelo,2,200.25
lucianopolis,2,199.97
tabocas do brejo velho,3,199.96
aguia branca,2,199.94
iramaia,2,199.37
sao joao do manhuacu,2,199.26000000000002
aparecida de monte alto,1,199.26
capitao andrade,1,199.0
curral de cima,1,199.0
pancas,1,198.9
varzea alegre,2,198.65
emilianopolis,2,198.49
carlos chagas,3,198.46
lindoeste,2,198.25
capivari do sul,1,197.95
ichu,2,197.92
pequi,1,197.5
apore,1,197.38
claraval,1,197.04
jaboti,2,196.96
jaguaruna,2,196.89
sao goncalo do rio das pedras,1,196.5
jose da penha,1,196.43
itabatan,2,196.39999999999998
desembargador otoni,1,196.02
campinacu,1,195.91
porangaba,2,195.63
jesupolis,2,195.34
parana,2,195.25
maragogipe,2,195.04000000000002
santo antonio do canaa,1,194.88
barra,2,194.84
areial,1,194.82
governador dix-sept rosado,1,194.82
charrua,2,194.63
purilandia,1,194.48
piacu,1,194.48
lagoa d'anta,1,194.34
sao vendelino,2,194.28
sapopema,2,193.31
pimenteiras,2,193.21
itagimirim,1,193.06
caldas brandao,1,192.32
fazenda vilanova,2,192.21
vila langaro,3,191.91
roncador,2,191.73
felicio dos santos,1,191.58
coxilha,2,191.5
sao lourenco do piaui,1,191.11
campo grande do piaui,1,190.88
severiano melo,1,190.83
poco de pedra,1,190.66
capoeiras,1,190.53
taquarana,1,190.43
monte alegre,2,190.39999999999998
nazareno,2,190.26
orizania,1,190.09
jardim olinda,1,189.84
castanheira,3,189.39000000000001
marinopolis,2,188.98
bom jesus do querendo,1,188.55
porto firme,2,188.5
itaparica,1,188.36
ipuiuna,1,188.34
correntina,2,188.11
visconde de maua,3,188.05
sao joao da parauna,1,187.84
cravolandia,1,187.83
cubati,2,187.59
capim branco,2,187.17000000000002
floresta do araguaia,1,186.79
silvianopolis,3,186.76000000000002
luiziana,2,186.57
cha grande,1,186.49
santa filomena,1,186.4
euclides da cunha paulista,2,186.39
oliveira dos brejinhos,2,185.84
arroio trinta,1,185.84
brotas de macaubas,1,185.62
pio ix,1,184.84
urutai,3,184.79000000000002
pedra branca,3,183.99
miraguai,1,183.29
massape,2,182.79000000000002
putinga,2,182.56
pranchita,1,182.36
perpetuo socorro,2,182.3
conceicao do caninde,1,181.81
sao geraldo da piedade,1,181.76
paiva,2,181.74
luziapolis,1,181.62
itapicuru,2,181.54
victor graeff,2,181.25
itubera,3,181.22
ibertioga,1,181.21
mojui dos campos,2,180.87
caldeirao grande do piaui,1,180.76
lagoa,1,180.76
colmeia,2,180.69
amapora,2,180.65
carrancas,3,180.62
senador firmino,2,180.44
caibi,3,180.41
aruana,2,180.31
bataipora,1,180.1
santa barbara do sul,2,180.09
chaval,1,179.45
itirapina,2,179.21
mimoso de goias,1,179.12
quinta do sol,3,178.66
alagoa grande,1,178.52
groairas,1,178.5
santa fe de minas,1,178.27
marilandia do sul,1,178.27
santo antonio dos campos,1,177.99
jaua,1,177.38
riacho da cruz,1,177.34
romelandia,1,176.87
candeal,1,176.65
rio espera,1,176.45
iuna,2,176.26999999999998
madalena,1,176.24
aurilandia,1,176.2
nova crixas,1,176.18
turvolandia,2,176.08999999999997
santa amelia,1,175.87
ivora,1,175.79
jussara,4,175.5
lagoao,1,175.43
simao pereira,1,175.41
conceicao,2,175.24
machacalis,2,175.17
jacigua,2,175.11
ilha grande,1,174.68
pindorama do tocantins,2,174.18
mariopolis,1,173.95
ibema,1,173.89
alegrete do piaui,1,173.88
presidente janio quadros,1,173.88
sao jose do piaui,1,173.88
itaueira,2,173.62
coracao de jesus,3,173.38
sao patricio,1,172.96
dom basilio,3,172.70999999999998
poxoreu,2,172.59
aparecida do rio negro,1,172.58
lupercio,3,172.11
pindai,2,171.54
sao sebastiao da serra,1,171.35
tres irmaos,1,171.20000000000002
caiua,2,170.99
picarras,1,170.84
tacuru,1,170.71
inga,1,169.99
saude,2,169.98000000000002
senhora de oliveira,2,169.94
guassusse,1,169.92
remigio,1,169.92
simolandia,2,169.73
seberi,2,169.67000000000002
careacu,2,169.58999999999997
santa maria da serra,2,169.42
heliopolis,1,169.28
alfredo marcondes,1,169.23
andrelandia,3,169.06
marcelino vieira,1,169.02
itaguaje,2,168.96
